transaction_id,customer_id,date,age,category,quantity,unit_price,discount,cost,marketing_spend,customer_satisfaction,region,delivery_time,inventory,returned,tenure_months,purchase_frequency,total_purchases,average_order_value,sales,profit,churn,segment
TX-11937,CUST-1256,2025-10-11,24,Fitness,1,568.83,15.0,330.62,7460.66,4.0,South,2,323,0,14,1,10,546.48,483.51,31.98,0,Regular Customer
TX-11938,CUST-1766,2026-04-08,26,Grocery,4,32.51,10.0,23.26,7236.57,5.0,West,2,73,0,37,7,83,137.28,117.04,-93.55,0,Loyal Customer
TX-11939,CUST-1561,2026-07-16,50,Furniture,2,224.9,10.0,134.58,4382.11,5.0,West,2,438,0,26,4,31,434.82,404.82,60.93,0,Regular Customer
TX-11940,CUST-1285,2025-11-04,21,Furniture,1,439.01,5.0,281.19,7466.34,4.4,North,2,82,0,28,3,27,490.37,417.06,14.87,0,Regular Customer
TX-11941,CUST-1181,2026-01-11,37,Electronics,4,1062.47,0.0,811.47,2611.01,3.7,West,2,48,0,16,4,24,4298.92,4249.88,955.83,1,At-Risk Customer
TX-11942,CUST-1687,2025-08-19,56,Fitness,2,41.49,15.0,23.54,7169.23,3.8,East,1,273,0,11,5,21,113.67,70.53,-88.59,0,Regular Customer
TX-11943,CUST-1366,2025-11-13,54,Furniture,1,213.25,5.0,114.1,3282.93,2.8,North,2,401,0,30,3,32,264.42,202.59,30.24,1,At-Risk Customer
TX-11944,CUST-1545,2025-12-02,41,Grocery,4,53.03,15.0,40.52,5851.13,4.8,North,3,101,0,20,4,30,207.45,180.3,-83.04,0,Regular Customer
TX-11945,CUST-1535,2026-07-08,35,Fitness,2,371.32,5.0,191.13,7462.38,3.6,North,3,138,0,27,4,35,760.2,705.51,197.81,1,At-Risk Customer
TX-11946,CUST-1315,2026-03-29,31,Electronics,2,1765.62,0.0,1303.68,6641.63,2.1,North,1,98,1,27,3,30,3580.84,3531.24,-39.5,1,At-Risk Customer
TX-11947,CUST-1386,2025-11-25,32,Furniture,2,836.38,0.0,497.81,4945.44,4.3,East,5,217,0,22,3,22,1730.58,1672.76,580.46,0,Regular Customer
TX-11948,CUST-1204,2025-09-29,25,Electronics,2,302.64,10.0,218.61,6944.17,4.2,West,3,136,1,33,8,79,623.29,544.75,-48.5,1,High Value Customer
TX-11949,CUST-1014,2026-02-02,31,Furniture,2,320.4,5.0,223.6,2367.33,3.8,North,3,280,0,24,3,24,688.24,608.76,112.55,0,Regular Customer
TX-11950,CUST-1098,2026-07-20,37,Furniture,1,214.89,0.0,133.99,1935.09,4.6,South,5,32,1,1,9,5,238.12,214.89,-57.5,1,At-Risk Customer
TX-11951,CUST-1524,2025-10-08,36,Clothing,3,63.89,0.0,31.06,6473.71,5.0,East,1,213,0,17,6,30,262.36,191.67,-3.12,0,Regular Customer
TX-11952,CUST-1194,2026-06-29,22,Furniture,3,457.09,15.0,273.78,6407.85,3.7,West,1,193,0,12,6,28,1198.41,1165.58,243.62,0,Regular Customer
TX-11953,CUST-1123,2025-12-10,26,Furniture,2,304.49,5.0,194.72,1921.23,3.6,North,2,181,0,3,7,9,608.59,578.53,151.27,1,At-Risk Customer
TX-11954,CUST-1177,2025-08-21,20,Grocery,6,16.08,5.0,13.06,6916.24,3.3,East,1,290,1,28,2,25,163.87,91.66,-39.5,1,At-Risk Customer
TX-11955,CUST-1217,2026-04-05,38,Furniture,2,726.4,0.0,457.93,2754.48,4.3,North,3,76,0,4,5,8,1487.54,1452.8,482.12,0,Regular Customer
TX-11956,CUST-1285,2026-07-12,33,Home & Kitchen,2,291.23,25.0,126.66,6405.7,4.6,East,2,34,1,45,7,97,495.91,436.85,-44.0,0,High Value Customer
TX-11957,CUST-1223,2026-03-12,33,Clothing,3,214.35,0.0,117.76,3265.66,2.7,West,4,26,0,24,6,50,679.16,643.05,222.79,1,At-Risk Customer
TX-11958,CUST-1104,2026-08-13,18,Home & Kitchen,5,156.86,20.0,71.02,6625.84,2.9,South,2,162,0,13,3,16,668.73,627.44,163.95,1,At-Risk Customer
TX-11959,CUST-1097,2026-06-17,43,Clothing,1,230.45,10.0,87.36,507.7,5.0,West,3,402,0,37,9,97,241.52,207.41,98.93,0,Loyal Customer
TX-11960,CUST-1789,2026-08-04,32,Furniture,1,298.76,15.0,168.73,6824.42,4.0,East,3,266,0,17,8,46,278.42,253.95,-30.65,0,Regular Customer
TX-11961,CUST-1779,2026-08-01,22,Clothing,4,190.83,5.0,95.08,599.82,4.1,West,3,330,1,1,4,10,771.51,725.15,-48.5,1,At-Risk Customer
TX-11962,CUST-1018,2026-06-21,42,Home & Kitchen,2,76.82,0.0,38.24,6443.73,4.9,West,3,302,0,1,2,8,193.62,153.64,-33.0,0,Regular Customer
TX-11963,CUST-1655,2025-12-11,46,Home & Kitchen,2,354.65,20.0,150.61,1838.77,2.7,North,1,241,0,29,4,39,601.76,567.44,234.14,1,At-Risk Customer
TX-11964,CUST-1631,2025-10-16,30,Clothing,4,202.5,0.0,93.0,5820.55,4.2,South,2,248,0,18,2,13,875.84,810.0,341.69,0,Regular Customer
TX-11965,CUST-1775,2025-12-16,24,Home & Kitchen,1,214.84,5.0,98.52,692.78,3.5,North,1,366,1,14,5,27,253.47,204.1,-39.5,1,At-Risk Customer
TX-11966,CUST-1383,2026-04-26,57,Clothing,1,33.43,5.0,15.62,4247.63,4.3,South,4,420,0,8,2,11,51.91,31.76,-65.58,0,Regular Customer
TX-11967,CUST-1209,2026-07-08,38,Electronics,3,724.92,15.0,479.12,4191.86,3.6,South,2,223,0,22,4,28,1898.52,1848.55,339.31,1,At-Risk Customer
TX-11968,CUST-1612,2026-03-29,54,Fitness,2,279.24,25.0,125.82,2427.2,4.1,East,3,290,0,35,3,33,478.41,418.86,117.31,0,Regular Customer
TX-11969,CUST-1325,2026-07-09,39,Electronics,1,854.23,5.0,623.05,6545.69,4.5,West,5,290,0,24,2,17,857.53,811.52,67.78,0,Regular Customer
TX-11970,CUST-1295,2025-08-26,24,Furniture,2,529.29,10.0,335.24,4331.23,4.2,East,1,337,0,4,3,10,995.78,952.72,212.77,0,Regular Customer
TX-11971,CUST-1210,2026-05-17,29,Electronics,1,458.15,20.0,297.65,7897.69,4.0,South,4,84,0,29,5,45,406.53,366.52,-67.6,0,High Value Customer
TX-11972,CUST-1712,2025-12-05,38,Home & Kitchen,2,314.13,5.0,126.02,5794.04,4.7,West,3,399,0,19,8,51,641.98,596.85,244.4,0,High Value Customer
TX-11973,CUST-1187,2026-03-28,46,Fitness,1,179.51,0.0,109.58,4454.7,4.0,North,3,399,1,18,4,27,237.35,179.51,-48.5,1,At-Risk Customer
TX-11974,CUST-1503,2025-09-18,49,Furniture,2,1059.28,15.0,612.87,2752.06,4.8,North,4,92,0,5,4,10,1845.25,1800.78,515.76,0,Regular Customer
TX-11975,CUST-1144,2025-11-26,53,Furniture,1,799.31,5.0,413.38,6025.5,3.7,North,3,30,0,40,3,42,819.59,759.34,242.08,0,Regular Customer
TX-11976,CUST-1562,2025-11-26,45,Furniture,1,1055.74,5.0,728.84,3953.48,4.7,North,5,350,0,28,6,53,1046.92,1002.95,192.31,0,High Value Customer
TX-11977,CUST-1478,2026-01-20,26,Furniture,1,758.69,0.0,436.02,6259.0,3.7,South,1,384,0,4,5,11,781.02,758.69,224.29,1,At-Risk Customer
TX-11978,CUST-1180,2026-06-20,27,Furniture,3,895.86,25.0,517.82,3628.33,4.3,East,7,86,0,7,3,12,2047.78,2015.68,376.3,0,Regular Customer
TX-11979,CUST-1459,2026-07-05,36,Furniture,1,155.77,10.0,99.99,2474.03,3.2,East,4,131,0,9,5,19,182.74,140.19,-14.91,1,At-Risk Customer
TX-11980,CUST-1492,2025-09-23,26,Clothing,2,160.82,15.0,76.82,7007.39,3.8,West,2,417,0,29,1,10,307.68,273.39,5.64,1,At-Risk Customer
TX-11981,CUST-1482,2026-03-27,24,Grocery,2,61.89,0.0,43.5,1515.84,4.5,West,4,417,0,23,6,45,187.93,123.78,-3.96,0,Loyal Customer
TX-11982,CUST-1493,2025-08-24,28,Grocery,4,9.9,5.0,7.47,5385.95,4.3,West,4,242,0,8,1,10,115.31,37.62,-91.05,0,Regular Customer
TX-11983,CUST-1777,2026-01-14,52,Home & Kitchen,2,51.81,15.0,28.48,6568.86,5.0,South,1,99,0,22,2,15,135.64,88.08,-71.92,0,Regular Customer
TX-11984,CUST-1179,2025-12-23,18,Grocery,4,30.77,30.0,22.7,3220.34,4.4,West,5,420,0,36,3,32,134.92,86.16,-75.45,0,Regular Customer
TX-11985,CUST-1290,2026-02-22,37,Home & Kitchen,1,257.35,5.0,136.26,6510.2,3.8,West,4,209,1,39,2,25,274.6,244.48,-53.0,1,At-Risk Customer
TX-11986,CUST-1139,2026-04-11,36,Furniture,2,475.51,0.0,239.21,7044.0,4.1,South,3,17,0,14,6,31,984.7,951.02,353.44,0,Regular Customer
TX-11987,CUST-1004,2025-08-20,40,Home & Kitchen,2,247.26,15.0,124.2,6066.95,4.6,East,3,66,0,33,4,46,441.29,420.34,67.44,0,High Value Customer
TX-11988,CUST-1425,2026-03-04,28,Fitness,1,222.9,20.0,112.87,5277.33,3.5,East,4,189,0,15,7,37,216.44,178.32,-31.71,1,At-Risk Customer
TX-11989,CUST-1315,2026-07-08,33,Home & Kitchen,2,102.66,15.0,57.6,1460.78,2.6,North,1,148,0,9,1,10,250.13,174.52,32.91,1,At-Risk Customer
TX-11990,CUST-1039,2025-10-16,53,Grocery,2,31.95,5.0,23.87,7950.73,4.0,South,5,190,0,26,8,66,140.24,60.7,-128.8,0,Loyal Customer
TX-11991,CUST-1446,2025-12-22,40,Fitness,2,244.49,0.0,119.54,7672.16,5.0,East,4,82,0,21,1,15,557.6,488.98,116.82,0,Regular Customer
TX-11992,CUST-1500,2026-07-05,36,Fitness,1,358.62,20.0,189.56,1137.94,3.0,East,2,206,0,9,4,16,344.93,286.9,71.27,1,At-Risk Customer
TX-11993,CUST-1666,2026-02-27,30,Grocery,6,15.93,10.0,13.88,2918.65,3.8,South,2,243,0,18,5,26,110.49,86.02,-50.04,0,Regular Customer
TX-11994,CUST-1035,2026-02-15,44,Fitness,1,551.99,10.0,249.59,6863.57,4.2,North,1,54,0,27,3,24,554.81,496.79,139.75,0,Regular Customer
TX-11995,CUST-1660,2025-10-28,45,Clothing,2,88.8,10.0,38.07,6278.43,2.9,West,3,341,0,37,5,60,208.81,159.84,-23.98,1,At-Risk Customer
TX-11996,CUST-1150,2025-12-22,32,Furniture,1,1149.15,10.0,625.44,7221.97,5.0,South,5,94,1,34,3,35,1108.11,1034.24,-57.5,0,Regular Customer
TX-11997,CUST-1789,2025-09-30,46,Fitness,1,109.53,20.0,52.25,2074.76,4.6,West,3,325,0,46,5,67,113.56,87.62,-9.25,0,Loyal Customer
TX-11998,CUST-1600,2025-09-24,42,Home & Kitchen,2,162.18,15.0,82.58,1902.95,4.9,South,2,96,0,14,6,27,337.77,275.71,73.0,0,Regular Customer
TX-11999,CUST-1169,2026-03-20,21,Clothing,1,136.29,5.0,67.46,1377.71,4.7,East,7,103,0,32,8,74,168.82,129.48,9.85,0,Loyal Customer
TX-12000,CUST-1545,2026-07-17,62,Grocery,4,71.6,15.0,60.07,4620.43,3.2,East,2,24,0,36,3,39,291.88,243.44,-75.15,1,At-Risk Customer
TX-12001,CUST-1770,2025-09-28,49,Electronics,1,1830.77,5.0,1333.95,850.63,3.7,East,5,402,0,3,5,5,1765.98,1739.23,370.02,1,At-Risk Customer
TX-12002,CUST-1275,2025-11-29,41,Fitness,1,358.74,5.0,195.18,7924.29,5.0,West,3,139,0,6,6,11,415.95,340.8,13.26,0,Regular Customer
TX-12003,CUST-1006,2025-11-08,40,Grocery,15,21.53,10.0,17.9,2455.23,4.8,North,6,449,1,28,6,51,330.94,290.66,-62.0,0,Loyal Customer
TX-12004,CUST-1792,2026-08-05,25,Grocery,10,41.74,20.0,36.54,4292.37,3.0,West,1,76,0,21,3,26,401.72,333.92,-100.37,1,At-Risk Customer
TX-12005,CUST-1750,2026-03-22,36,Furniture,2,310.71,0.0,166.27,5464.16,4.4,South,3,83,0,5,4,11,672.56,621.42,193.42,0,Regular Customer
TX-12006,CUST-1720,2025-10-21,34,Furniture,2,619.1,0.0,323.48,1081.5,4.7,West,4,300,0,10,3,14,1297.77,1238.2,557.02,0,Regular Customer
TX-12007,CUST-1112,2026-04-01,55,Home & Kitchen,2,242.38,20.0,136.58,4142.36,4.9,South,2,350,0,36,5,52,434.69,387.81,43.51,0,High Value Customer
TX-12008,CUST-1060,2025-11-15,40,Furniture,1,538.28,0.0,355.16,3091.89,3.9,East,1,382,0,33,8,77,612.83,538.28,132.24,0,Loyal Customer
TX-12009,CUST-1418,2026-03-27,18,Fitness,3,429.53,10.0,208.94,1006.77,5.0,North,5,295,0,22,2,14,1194.82,1159.73,495.31,0,Regular Customer
TX-12010,CUST-1170,2025-09-23,28,Clothing,2,38.42,20.0,15.78,7863.11,5.0,North,2,211,0,3,4,9,104.53,61.47,-97.03,0,Regular Customer
TX-12011,CUST-1283,2025-09-15,23,Clothing,4,83.49,15.0,43.56,6281.9,4.5,North,6,229,0,16,3,19,339.82,283.87,-11.6,0,Regular Customer
TX-12012,CUST-1489,2026-04-19,51,Fitness,1,326.8,10.0,207.16,5542.98,3.4,North,3,210,1,25,4,34,323.58,294.12,-48.5,1,At-Risk Customer
TX-12013,CUST-1272,2025-08-17,30,Fitness,1,558.95,0.0,349.08,7290.48,3.9,North,3,342,0,30,4,36,629.24,558.95,87.01,0,Regular Customer
TX-12014,CUST-1534,2025-08-17,18,Grocery,4,49.98,15.0,37.36,1656.99,4.0,East,6,369,0,19,1,9,206.22,169.93,-31.36,1,At-Risk Customer
TX-12015,CUST-1484,2026-02-02,52,Home & Kitchen,1,57.54,10.0,26.41,4148.62,2.9,West,3,21,0,41,5,59,97.02,51.79,-50.35,1,At-Risk Customer
TX-12016,CUST-1698,2026-02-05,36,Clothing,2,130.56,5.0,69.22,3688.98,4.5,South,3,313,0,22,3,27,301.86,248.06,40.79,0,Regular Customer
TX-12017,CUST-1681,2026-03-06,44,Grocery,4,15.14,15.0,11.51,2815.88,3.1,North,3,313,0,20,5,29,130.37,51.48,-50.3,1,At-Risk Customer
TX-12018,CUST-1338,2025-10-04,31,Electronics,1,1301.57,5.0,836.2,2657.34,3.7,West,2,86,0,15,1,5,1276.56,1236.49,351.43,1,At-Risk Customer
TX-12019,CUST-1411,2025-10-24,27,Electronics,4,1315.35,0.0,919.88,3555.33,3.7,North,4,371,0,1,2,1,5308.27,5261.4,1510.55,1,At-Risk Customer
TX-12020,CUST-1286,2026-08-07,46,Furniture,2,371.44,10.0,201.88,3160.16,4.0,East,1,424,0,21,4,32,700.89,668.59,212.93,0,Regular Customer
TX-12021,CUST-1702,2026-07-17,47,Grocery,10,37.22,5.0,30.26,4762.55,3.2,West,4,18,0,31,5,49,420.33,353.59,-38.45,1,At-Risk Customer
TX-12022,CUST-1003,2026-07-06,47,Clothing,1,241.82,20.0,96.91,2439.87,4.8,North,3,420,0,21,4,32,230.98,193.46,46.45,0,Regular Customer
TX-12023,CUST-1046,2026-01-27,45,Fitness,1,113.62,5.0,62.24,6291.42,5.0,West,3,62,0,13,5,27,168.84,107.94,-62.17,0,Regular Customer
TX-12024,CUST-1496,2026-03-06,28,Fitness,1,456.28,15.0,224.37,7582.35,4.3,North,4,306,0,52,6,90,441.9,387.84,31.73,0,High Value Customer
TX-12025,CUST-1487,2026-07-17,26,Fitness,2,170.65,10.0,76.9,6572.33,3.1,North,4,32,0,16,3,21,363.45,307.17,36.79,1,At-Risk Customer
TX-12026,CUST-1300,2026-06-20,36,Furniture,4,784.42,5.0,507.13,2917.92,3.7,South,5,331,0,9,1,9,3023.35,2980.8,886.01,1,At-Risk Customer
TX-12027,CUST-1585,2026-04-29,43,Electronics,2,1481.81,0.0,948.93,6663.81,3.6,South,2,37,0,1,2,1,3038.06,2963.62,956.8,1,At-Risk Customer
TX-12028,CUST-1089,2026-01-15,23,Fitness,1,105.98,0.0,65.73,1981.37,5.0,West,2,232,0,18,3,21,149.39,105.98,1.53,0,Regular Customer
TX-12029,CUST-1456,2025-10-12,21,Grocery,6,12.08,0.0,9.02,3367.43,3.7,South,4,109,0,20,6,35,118.42,72.48,-50.15,1,At-Risk Customer
TX-12030,CUST-1174,2026-07-17,25,Fitness,1,153.15,0.0,76.11,4248.28,4.2,North,5,279,0,24,6,50,189.74,153.15,-9.18,0,Loyal Customer
TX-12031,CUST-1732,2025-08-28,27,Furniture,2,859.03,0.0,449.88,4793.52,4.7,East,4,300,0,10,2,8,1753.1,1718.06,728.4,0,Regular Customer
TX-12032,CUST-1784,2026-01-04,59,Furniture,2,780.26,15.0,471.46,7992.25,3.6,East,3,136,0,19,3,17,1402.94,1326.44,250.14,1,At-Risk Customer
TX-12033,CUST-1686,2025-10-16,46,Fitness,1,144.61,0.0,77.99,7574.57,3.8,South,3,335,0,36,5,52,182.7,144.61,-60.5,0,Loyal Customer
TX-12034,CUST-1648,2026-04-22,29,Electronics,1,961.34,20.0,644.54,1351.16,4.7,East,5,447,0,23,3,24,808.08,769.07,81.76,0,Regular Customer
TX-12035,CUST-1589,2026-06-17,55,Electronics,2,1318.86,5.0,855.89,2186.91,4.9,East,3,219,0,24,5,38,2555.0,2505.83,747.75,0,High Value Customer
TX-12036,CUST-1734,2026-02-25,39,Fitness,1,535.85,20.0,286.29,3447.29,5.0,West,2,281,0,30,4,36,499.96,428.68,81.68,0,High Value Customer
TX-12037,CUST-1228,2025-12-24,47,Electronics,1,322.21,20.0,214.54,4064.84,3.8,East,3,441,1,1,7,6,315.69,257.77,-48.5,1,At-Risk Customer
TX-12038,CUST-1091,2026-02-04,49,Fitness,3,104.52,5.0,57.96,2711.95,4.6,South,1,232,0,25,4,32,344.62,297.88,78.82,0,Regular Customer
TX-12039,CUST-1118,2026-06-03,33,Clothing,1,28.4,10.0,10.36,2140.99,2.6,South,6,160,0,5,1,9,103.28,25.56,-43.91,1,At-Risk Customer
TX-12040,CUST-1389,2026-06-05,44,Fitness,1,121.05,25.0,56.25,2751.52,4.4,North,1,248,0,9,6,23,128.28,90.79,-11.24,0,Regular Customer
TX-12041,CUST-1604,2026-05-15,54,Furniture,1,1136.33,15.0,752.09,3588.1,3.4,West,3,194,0,4,5,7,1042.99,965.88,146.47,1,At-Risk Customer
TX-12042,CUST-1327,2026-02-16,26,Fitness,2,549.21,0.0,256.95,4414.83,4.9,South,2,372,0,1,2,2,1119.75,1098.42,509.3,0,Regular Customer
TX-12043,CUST-1616,2026-06-12,40,Furniture,2,240.76,15.0,168.09,2507.61,3.1,North,3,97,0,16,6,31,432.06,409.29,22.0,1,At-Risk Customer
TX-12044,CUST-1551,2026-04-06,53,Clothing,1,241.39,5.0,97.4,915.8,4.1,South,5,436,0,3,11,14,300.92,229.32,95.68,0,Regular Customer
TX-12045,CUST-1303,2025-12-04,32,Grocery,15,38.54,25.0,27.81,2408.31,5.0,West,2,46,0,27,6,49,487.65,433.58,-28.7,0,High Value Customer
TX-12046,CUST-1290,2025-10-27,31,Fitness,1,71.11,10.0,37.79,6375.42,3.4,North,1,292,0,17,4,27,105.2,64.0,-73.92,1,At-Risk Customer
TX-12047,CUST-1316,2026-04-28,34,Fitness,1,525.69,15.0,338.53,2437.68,3.7,North,4,379,0,1,3,5,505.73,446.84,53.74,1,At-Risk Customer
TX-12048,CUST-1723,2026-06-03,42,Grocery,6,24.32,25.0,17.68,7087.19,4.7,South,3,392,0,31,6,57,142.12,109.44,-116.45,0,Loyal Customer
TX-12049,CUST-1721,2026-02-22,42,Electronics,3,1323.43,20.0,926.79,2292.23,3.4,East,5,93,0,22,3,19,3223.98,3176.23,338.98,1,At-Risk Customer
TX-12050,CUST-1733,2025-11-29,33,Fitness,1,68.57,10.0,40.03,1327.42,4.1,South,5,398,0,13,2,10,110.38,61.71,-20.73,0,Regular Customer
TX-12051,CUST-1053,2025-11-13,34,Grocery,2,54.37,0.0,43.82,7476.15,4.4,West,4,442,0,8,6,21,184.07,108.74,-109.04,0,Regular Customer
TX-12052,CUST-1675,2025-11-03,25,Electronics,2,1515.24,15.0,1096.73,722.68,5.0,West,4,29,0,12,6,29,2654.67,2575.91,353.61,0,Regular Customer
TX-12053,CUST-1694,2026-04-13,18,Clothing,2,58.89,15.0,22.3,4733.47,3.4,West,2,321,0,29,3,32,121.37,100.11,-24.49,1,At-Risk Customer
TX-12054,CUST-1540,2026-01-05,18,Clothing,1,124.03,0.0,45.5,2222.8,4.1,South,4,100,0,40,5,59,154.76,124.03,27.19,0,Loyal Customer
TX-12055,CUST-1561,2026-03-03,35,Electronics,2,2178.39,20.0,1649.69,4956.27,3.7,South,1,186,0,14,3,18,3549.17,3485.42,107.2,1,At-Risk Customer
TX-12056,CUST-1594,2025-09-10,45,Fitness,1,573.09,5.0,322.14,2271.53,3.8,East,3,126,0,4,4,8,577.24,544.44,174.72,1,At-Risk Customer
TX-12057,CUST-1167,2026-06-05,33,Furniture,1,1141.15,15.0,681.72,4770.08,4.0,West,3,440,0,12,3,17,990.31,969.98,203.21,0,Regular Customer
TX-12058,CUST-1298,2025-10-27,22,Furniture,1,982.89,15.0,658.85,5113.52,3.9,South,4,408,0,28,7,63,856.38,835.46,81.9,0,Loyal Customer
TX-12059,CUST-1200,2026-07-13,22,Electronics,2,1918.61,5.0,1410.19,2419.01,3.9,East,6,164,0,15,6,31,3693.9,3645.36,761.69,1,At-Risk Customer
TX-12060,CUST-1589,2025-10-05,25,Fitness,1,142.42,5.0,66.86,2338.07,4.0,South,4,157,0,9,4,11,198.12,135.3,15.37,0,Regular Customer
TX-12061,CUST-1437,2026-07-27,46,Furniture,3,1192.27,5.0,668.05,4552.15,2.7,North,5,368,1,17,2,16,3424.29,3397.97,-57.5,1,At-Risk Customer
TX-12062,CUST-1485,2025-11-13,44,Electronics,2,1996.1,0.0,1349.14,3591.6,3.2,North,5,287,0,4,3,11,4032.33,3992.2,1217.55,1,At-Risk Customer
TX-12063,CUST-1665,2026-02-03,35,Home & Kitchen,1,421.82,5.0,186.68,2269.73,5.0,West,3,74,0,27,6,52,428.7,400.73,166.5,0,High Value Customer
TX-12064,CUST-1642,2026-03-08,43,Furniture,1,335.53,10.0,171.89,6240.73,2.0,North,5,181,1,20,6,41,366.78,301.98,-57.5,1,At-Risk Customer
TX-12065,CUST-1406,2026-04-21,18,Clothing,2,215.11,25.0,87.65,7754.91,5.0,South,3,311,0,17,3,20,398.28,322.67,17.54,0,Regular Customer
TX-12066,CUST-1384,2026-08-03,55,Fitness,3,378.57,10.0,245.25,5629.72,4.6,North,1,305,0,31,4,37,1073.79,1022.14,197.44,0,High Value Customer
TX-12067,CUST-1665,2026-02-25,44,Clothing,2,70.87,5.0,35.21,4123.03,5.0,West,3,16,0,14,6,26,170.49,134.65,-11.11,0,Regular Customer
TX-12068,CUST-1122,2025-10-12,43,Electronics,4,1605.53,5.0,1087.27,1411.94,5.0,North,2,58,0,24,7,51,6163.61,6101.01,1721.75,0,High Value Customer
TX-12069,CUST-1684,2026-05-01,43,Furniture,2,912.74,10.0,510.49,3756.45,2.6,North,2,266,0,33,8,78,1665.04,1642.93,556.61,1,At-Risk Customer
TX-12070,CUST-1586,2026-04-16,30,Clothing,3,131.33,25.0,69.57,2199.85,4.1,North,1,394,0,24,1,11,346.13,295.49,49.28,0,Regular Customer
TX-12071,CUST-1185,2026-02-26,30,Grocery,10,61.3,10.0,51.82,4563.59,3.2,West,4,404,0,20,5,31,601.87,551.7,-52.95,1,At-Risk Customer
TX-12072,CUST-1128,2025-10-03,35,Clothing,8,146.85,5.0,53.85,2872.38,4.0,North,2,187,0,20,4,25,1161.07,1116.06,633.17,0,Regular Customer
TX-12073,CUST-1550,2025-11-16,53,Grocery,6,61.14,0.0,47.21,4348.22,4.7,North,3,288,0,18,3,23,407.1,366.84,4.86,0,Regular Customer
TX-12074,CUST-1549,2026-05-12,30,Grocery,2,57.11,10.0,45.2,4443.2,3.9,North,3,414,0,20,8,52,128.06,102.8,-67.75,0,Loyal Customer
TX-12075,CUST-1598,2026-05-16,72,Fitness,1,490.54,5.0,246.87,7879.46,3.2,North,3,147,0,30,8,71,527.72,466.01,87.45,1,At-Risk Customer
TX-12076,CUST-1212,2026-07-17,23,Electronics,1,1978.63,0.0,1203.01,5833.22,4.9,South,3,180,0,41,3,39,2013.33,1978.63,674.62,0,High Value Customer
TX-12077,CUST-1711,2025-11-14,19,Electronics,3,1570.89,15.0,1141.21,2512.97,3.4,West,2,76,0,24,3,29,4077.83,4005.77,535.44,1,At-Risk Customer
TX-12078,CUST-1125,2025-09-03,18,Furniture,1,1127.46,20.0,780.32,5588.97,4.7,South,3,61,0,18,1,12,963.41,901.97,24.31,0,Regular Customer
TX-12079,CUST-1089,2026-05-28,22,Clothing,2,173.13,0.0,79.19,4633.26,4.8,North,3,352,0,9,3,10,368.81,346.26,104.88,0,Regular Customer
TX-12080,CUST-1127,2026-04-30,43,Clothing,3,174.79,25.0,63.74,1058.77,3.4,East,5,277,0,12,3,19,459.33,393.28,163.68,1,At-Risk Customer
TX-12081,CUST-1175,2026-03-18,37,Fitness,3,560.3,0.0,329.51,6616.74,4.5,North,1,278,0,22,6,39,1731.81,1680.9,588.62,0,High Value Customer
TX-12082,CUST-1047,2026-05-06,29,Clothing,2,112.13,0.0,43.02,6987.86,5.0,West,3,181,0,14,5,26,259.24,224.26,19.9,0,Regular Customer
TX-12083,CUST-1502,2026-08-04,35,Clothing,6,76.47,0.0,38.97,2246.87,3.2,East,6,206,0,1,4,3,492.11,458.82,164.3,1,At-Risk Customer
TX-12084,CUST-1522,2025-11-29,60,Fitness,1,529.94,5.0,260.89,2184.1,4.3,North,4,376,0,15,5,24,564.0,503.44,191.79,0,Regular Customer
TX-12085,CUST-1045,2025-12-13,44,Electronics,2,1454.92,5.0,928.99,2542.93,4.2,South,3,65,0,19,2,19,2829.15,2764.35,854.72,0,Regular Customer
TX-12086,CUST-1220,2025-10-21,18,Home & Kitchen,2,437.68,0.0,218.3,2760.91,5.0,South,3,115,0,25,3,28,932.56,875.36,383.85,0,Regular Customer
TX-12087,CUST-1284,2025-10-18,25,Fitness,1,581.14,0.0,274.45,2900.33,2.9,West,2,349,1,17,6,31,610.85,581.14,-44.0,1,At-Risk Customer
TX-12088,CUST-1261,2025-12-25,45,Grocery,4,47.46,10.0,38.22,6279.71,3.4,South,3,236,0,26,6,46,213.78,170.86,-89.72,1,At-Risk Customer
TX-12089,CUST-1085,2025-12-22,42,Fitness,2,325.14,10.0,180.0,7139.49,2.6,West,3,139,0,20,5,30,663.77,585.25,104.66,1,At-Risk Customer
TX-12090,CUST-1146,2026-05-15,30,Furniture,3,860.17,0.0,437.65,4486.66,3.7,North,4,332,0,5,2,3,2638.35,2580.51,1182.26,1,At-Risk Customer
TX-12091,CUST-1275,2026-07-04,18,Fitness,1,486.57,5.0,252.42,3797.36,4.4,South,4,209,0,4,4,7,518.49,462.24,134.86,0,Regular Customer
TX-12092,CUST-1577,2026-07-16,25,Fitness,3,245.11,0.0,115.48,1764.55,4.8,South,5,430,0,19,5,32,805.08,735.33,339.92,0,Loyal Customer
TX-12093,CUST-1157,2026-01-22,33,Grocery,2,28.94,15.0,21.9,1521.28,4.3,West,3,106,1,23,5,35,104.04,49.2,-48.5,1,At-Risk Customer
TX-12094,CUST-1618,2025-12-18,44,Electronics,1,1932.62,0.0,1220.58,1488.82,4.5,East,4,90,0,8,2,9,1959.28,1932.62,671.71,0,Regular Customer
TX-12095,CUST-1112,2026-07-30,43,Home & Kitchen,1,159.18,15.0,74.13,6102.55,4.7,West,1,119,0,26,5,39,190.95,135.3,-34.87,0,Loyal Customer
